"academic use only"

"corpus","preloaded/gutenberg20_cs"
"subcorpus","-"
"concordance size","31"
"query","Query:[lempos_lc=""(moře)-n""]"
"Reference","Left","KWIC","Right"
"Cvičení maličkých ve svatém náboženství křesťansko-katolickém","nás/k3xPp1nPc6 ,/kIx,  Pane/k1gMnSc5 !/kIx. </s><s> Neb/k8xC  se/k3xPyFc4  s/k7c7  námi/k3xPp1nPc7  hrozného/k2eAgInSc2d1  cos/kA ''/kIx""  stane/k5eAaPmIp3nS ./kIx. ""/kIx""  Ježíš/k1gMnSc1  ale/k8xC  zcela/k6eAd1  klidně/k6eAd1  vstal/k5eAaPmAgMnS ;/kIx,  A/k8xC  když/k8xS  malověrné/k2eAgFnSc2d1  pokáral/k5eAaPmAgMnS ,/kIx,  Přikázal/k5eAaPmAgMnS  pak/k6eAd1"," moři/k1gNnSc3"," a/k8xC  též/k9  vichřici/k1gFnSc4 ,/kIx,  A/k8xC  hned/k6eAd1  klidno/k6eAd1  bylo/k5eAaImAgNnS  jako/k9  v/k7c6  světnici/k1gFnSc6 ./kIx.  –/k?  Všechen/k3xTgInSc4  lid/k1gInSc4  co/k9  na/k7c6  lodi/k1gFnSc6  se/k3xPyFc4  plavil/k5eAaImAgInS ,/kIx,  Vida/k?  ten/k3xDgInSc4  div/k1gInSc4 ,/kIx,  uděšený/k2eAgMnSc1d1  pravil/k5eAaImAgMnS :/kIx,  ""/kIx"" Kdo/k3yRnSc1"
"Cvičení maličkých ve svatém náboženství křesťansko-katolickém",",/kIx,  A/k8xC  hned/k6eAd1  klidno/k6eAd1  bylo/k5eAaImAgNnS  jako/k9  v/k7c6  světnici/k1gFnSc6 ./kIx.  –/k?  Všechen/k3xTgInSc4  lid/k1gInSc4  co/k9  na/k7c6  lodi/k1gFnSc6  se/k3xPyFc4  plavil/k5eAaImAgInS ,/kIx,  Vida/k?  ten/k3xDgInSc4  div/k1gInSc4 ,/kIx,  uděšený/k2eAgMnSc1d1  pravil/k5eAaImAgMnS :/kIx,  ""/kIx"" Kdo/k3yRnSc1  jest/k5eAaImIp3nS  ten/k3xDgInSc4 ,/kIx,  jejž/k3xRgNnSc2"," moře/k1gNnSc2"," s/k7c7  větrem/k1gInSc7  poslouchají/k5eAaImIp3nP ?/kIx. </s><s> Snad/k9  v/k7c6  Něm/k3xPp3gNnSc6  svého/k3xOyFgMnSc2  Pána/k1gMnSc2  všemocného/k2eAgMnSc2d1  znají/k5eAaImIp3nP !/kIx. </s><s> ""/kIx""  Ač/k8xS  Pán/k1gMnSc1  Ježíš/k1gMnSc1  jako/k8xC  člověk/k1gMnSc1  tiše/k1gFnSc2  spal/k5eAaImAgMnS ,/kIx,  Přece/k8xC  jak/k8xS  Bůh/k1gMnSc1  –/k?  co/k9  se/k3xPyFc4"
"Cvičení maličkých ve svatém náboženství křesťansko-katolickém","ho/k3xPp3gInSc4  vedli/k5eAaImAgMnP ,/kIx,  Na/k7c4  kříž/k1gInSc4  přibitého/k2eAgInSc2d1  zvedli/k5eAaPmAgMnP ;/kIx,  A/k9  tu/k6eAd1  ještě/k9  rota/k1gFnSc1  zlá/k2eAgFnSc1d1  Ježíši/k1gMnPc7  se/k3xPyFc4  posmívá/k5eAaImIp3nS ./kIx.  –/k?  Když/k8xS  pak/k6eAd1  jeho/k3xOp3gNnSc4  celé/k2eAgNnSc4d1  hoře/k1gNnSc4  Velké/k1gFnSc2  bylo/k5eAaImAgNnS  jako/k9"," moře/k1gNnSc1",",/kIx,  A/k9  v/k7c6  úzkostech/k1gFnPc6  hrozných/k2eAgFnPc2d1  byl/k5eAaImAgInS ,/kIx,  Velkým/k2eAgInSc7d1  hlasem/k1gInSc7  zakvílil/k5eAaPmAgInS :/kIx,  ""/kIx"" Bože/k1gMnSc5  můj/k1gMnSc5 !/kIx. </s><s> proč/k6eAd1  jsi/k5eAaImIp2nS  mne/k3xPp1nSc2  opustil/k5eAaPmAgMnS ?!/k? ""/kIx""  –/k?  Na/k7c6  to/k3xDgNnSc1  ducha/k1gMnSc4  svého/k1gMnSc4  vypustil/k5eAaPmAgInS ./kIx. </s><s> Co/k3yQnSc1"
"Vlci proti Mustangům","./kIx. </s><s> Bylo/k5eAaImAgNnS  vidět/k5eAaImF ,/kIx,  že/k8xS  tentokrát/k6eAd1  se/k3xPyFc4  na/k7c4  dědečka/k1gMnSc4  opravdu/k6eAd1  zlobí/k5eAaImIp3nS ./kIx. </s><s> Pročpak/k6eAd1  se/k3xPyFc4  nevystěhoval/k5eNaPmAgMnS  z/k7c2  Košíkova/k2eAgNnSc2d1  někam/k6eAd1  daleko/k6eAd1  --/k?  no/k9 ,/kIx,  třeba/k6eAd1  k/k7c3"," moři/k1gNnSc3","?/kIx. </s><s> ""/kIx"" Co/k3yRnSc1  se/k3xPyFc4  dá/k5eAaPmIp3nS  dělat/k5eAaImF ,/kIx,  kluci/k1gMnPc1 !/kIx. </s><s> ""/kIx""  smiřoval/k5eAaImAgMnS  je/k5eAaImIp3nS  s/k7c7  beznadějnou/k2eAgFnSc7d1  skutečností/k1gFnSc7  Cyril/k1gMnSc1 ./kIx.  ""/kIx"" Jen/k9  když/k8xS  máme/k5eAaImIp1nP  co/k3yRnSc4  jíst/k5eAaImF !/kIx. </s><s> ""/kIx""  Vytáhl/k5eAaPmAgInS  z/k7c2  kapsy/k1gFnSc2  krajíc/k1gInSc4"
"Vlci proti Mustangům","!/kIx. </s><s> Mirku/k1gFnSc4 !/kIx. </s><s> Milane/k1gMnSc5 !/kIx. </s><s> Kde/k6eAd1  jste/k5eAaImIp2nP ?/kIx. </s><s> ""/kIx""  zavolal/k5eAaPmAgMnS  vyděšeně/k6eAd1 ./kIx. </s><s> Nikdo/k3yNnSc1  se/k3xPyFc4  však/k9  neozval/k5eNaPmAgMnS ./kIx. </s><s> ""/kIx"" Možná/k9 ,/kIx,  že/k8xS  se/k3xPyFc4  už/k6eAd1  přestěhovali/k5eAaPmAgMnP  --/k?  nebo/k8xC  --/k? ""/kIx""  Celé/k2eAgNnSc1d1"," moře/k1gNnSc1"," úzkosti/k1gFnSc2  leželo/k5eAaImAgNnS  v/k7c6  tom/k3xDgNnSc6  krátkém/k2eAgNnSc6d1  slově/k1gNnSc6 ./kIx. </s><s> ""/kIx"" Kluci/k1gMnPc1 ,/kIx,  podívejte/k5eAaImRp2nP  se/k3xPyFc4 ,/kIx,  někdo/k3yInSc1  na/k7c6  těch/k3xDgInPc6  stromech/k1gInPc6  sedí/k5eAaImIp3nS !/kIx. </s><s> ""/kIx""  vykřikl/k5eAaPmAgMnS  Tonda/k1gMnSc1 ./kIx. </s><s> Napjali/k5eAaPmAgMnP  zrak/k1gInSc4  v/k7c6"
"Pasáček Ali: Pověst z východu","po/k7c6  louce/k1gFnSc6 ./kIx. </s><s> Hnali/k5eAaImAgMnP  domů/k1gInPc2 ./kIx. </s><s> Podivný/k2eAgInSc1d1  hukot/k1gInSc1  již/k6eAd1  ustal/k5eAaPmAgInS .../k? </s><s> Bydleli/k5eAaImAgMnP  na/k7c6  úpatí/k1gNnSc6  vysoké/k2eAgFnSc2d1  hory/k1gFnSc2 ./kIx. </s><s> Jejich/k3xOp3gInPc4  chaloupka/k1gFnSc1  byla/k5eAaImAgFnS  jako/k9  hříbek/k1gInSc4  v/k7c6"," moři/k1gNnSc6"," zeleně/k1gFnSc2 ./kIx. </s><s> Podobných/k2eAgInPc2d1  domků/k1gInPc2  tam/k6eAd1  bylo/k5eAaImAgNnS  roztroušeno/k5eAaImNgNnS  několik/k4yIc1 ./kIx. </s><s> Malý/k1gMnSc1  Mirza/k1gFnSc1 ,/kIx,  bratříček/k1gMnSc1  Aliho/k1gMnSc2 ,/kIx,  je/k5eAaImIp3nS  uvítal/k5eAaPmAgMnS  s/k7c7  jásotem/k1gInSc7 ./kIx. </s><s> Tatínek/k1gMnSc1  před/k7c7"
"Štafeta","na/k7c6  krásných/k2eAgMnPc6d1  koních/k1gMnPc6 ./kIx. </s><s> Na/k7c6  Aljašce/k1gFnSc6  se/k3xPyFc4  mužové/k1gMnPc1  chlubí/k5eAaImIp3nP  svými/k3xOyFgMnPc7  psy/k1gMnPc7 ./kIx. </s><s> Zvláště/k6eAd1  vedoucí/k2eAgMnSc1d1  pes/k1gMnSc1  Balto/k1gNnSc1 ,/kIx,  který/k3yIgInSc1  dostal/k5eAaPmAgInS  jméno/k1gNnSc4  po/k7c6  Baltickém/k2eAgNnSc6d1"," moři/k1gNnSc6",",/kIx,  aby/kYmCp3nS  měl/k5eAaImAgMnS  Seppala/k1gMnSc4  stálou/k2eAgFnSc4d1  a/k8xC  živou/k2eAgFnSc4d1  připomínku/k1gFnSc4  na/k7c4  svou/k3xOyFgFnSc4  vzdálenou/k2eAgFnSc4d1  vlast/k1gFnSc4 ,/kIx,  vynikal/k5eAaImAgInS  vzrůstem/k1gInSc7 ,/kIx,  silou/k1gFnSc7 ,/kIx,  odvahou/k1gFnSc7  a/k8xC  inteligencí/k1gFnSc7 ./kIx. </s>"
"Štafeta","horečka/k1gFnSc1 ./kIx. </s><s> V/k7c6  zuboženém/k2eAgInSc6d1  stavu/k1gInSc6  dostihla/k5eAaPmAgFnS  štafeta/k1gFnSc1  Unalaklik/k1gFnPc2 ./kIx. </s><s> Měla/k5eAaImAgFnS  za/k7c7  sebou/k3xPyFc7  přes/k7c4  250/k4  km/kA  cesty/k1gFnSc2 ,/kIx,  čtyřicet/k4xCc1  pět/k4xCc1  hodin/k1gFnPc2  jízdy/k1gFnSc2  a/k8xC  celé/k2eAgNnSc4d1"," moře/k1gNnSc4"," utrpení/k1gNnSc2 ./kIx. </s><s> Unalakličtí/k2eAgMnPc1d1 ,/kIx,  kteří/k3yRgMnPc1  již/k9  několik/k4yIc4  hodin/k1gFnPc2  žili/k5eAaImAgMnP  v/k7c6  ovzduší/k1gNnSc6  obav/k1gFnPc2  a/k8xC  nadějí/k1gFnPc2 ,/kIx,  vyjeli/k5eAaPmAgMnP  Seppalovi/k2eAgMnPc1d1  vstříc/k6eAd1 ./kIx. </s><s> Chtěli/k5eAaImAgMnP  mu/k3xPp3gMnSc3"
"Štafeta","psy/k1gMnPc4  a/k8xC  odnášeli/k5eAaImAgMnP  bezvládné/k2eAgNnSc4d1  Seppalovo/k2eAgNnSc4d1  tělo/k1gNnSc4 ,/kIx,  aby/kYmCp3nP  mu/k3xPp3gMnSc3  vrátili/k5eAaPmAgMnP  život/k1gInSc4 ,/kIx,  poslední/k2eAgInSc4d1 ,/kIx,  rozhodující/k2eAgInSc4d1  článek/k1gInSc4  štafety/k1gFnSc2  zamířil/k5eAaPmAgMnS  k/k7c3"," moři/k1gNnSc3","./kIx. </s><s> VII/kA ./kIx. </s><s> MEZI/k7c7  ŽIVOTEM/k1gInSc7  A/k8xC  SMRTÍ/k1gFnSc7 ./kIx. </s><s> Od/k7c2  té/k3xDgFnSc2  chvíle/k1gFnSc2 ,/kIx,  kdy/k6eAd1  přišla/k5eAaPmAgFnS  do/k7c2  Nome/k1gFnSc2  zpráva/k1gFnSc1 ,/kIx,  že/k8xS  štafeta/k1gFnSc1  je/k5eAaImIp3nS  na/k7c6  cestě/k1gFnSc6 ,/kIx,  obyvatelé/k1gMnPc1  města/k1gNnSc2  si/k3xPyFc3  oddechli/k5eAaPmAgMnP ./kIx. </s>"
"Štafeta","./kIx. </s><s> Gunnard/k1gMnSc1  Kasson/k1gMnSc1  je/k5eAaImIp3nS  na/k7c6  cestě/k1gFnSc6 ./kIx. </s><s> VIII/kA ./kIx. </s><s> GUNNARD/kA  KASSON/kA ./kIx. </s><s> Gunnard/k1gMnSc1  Kasson/k1gMnSc1  měl/k5eAaImAgMnS  na/k7c4  vybranou/k1gFnSc4 :/kIx,  buď/k8xC  mohl/k5eAaImAgMnS  jet/k5eAaImNgMnS  po/k7c6  souši/k1gFnSc6 ,/kIx,  nebo/k8xC  po/k7c6"," moři/k1gNnSc6","./kIx. </s><s> Cesta/k1gFnSc1  po/k7c6  břehu/k1gInSc6  byla/k5eAaImAgFnS  sice/k8xC  bezpečnější/k2eAgFnSc1d2 ,/kIx,  ale/k8xC  velmi/k6eAd1  dlouhá/k2eAgFnSc1d1 ./kIx. </s><s> Přímá/k2eAgFnSc1d1  cesta/k1gFnSc1  přes/k7c4  zamrzlý/k2eAgInSc4d1  záliv/k1gInSc4  Nortonův/k2eAgInSc4d1  byla/k5eAaImAgFnS  velmi/k6eAd1  nejistá/k2eNgFnSc1d1 ,/kIx,"
"Štafeta","došel/k5eAaPmAgInS  telegram/k1gInSc1  z/k7c2  Nome/k1gNnPc2  o/k7c6  prvních/k4xOgFnPc6  obětech/k1gFnPc6  záškrtu/k1gInSc2 ./kIx. </s><s> Proto/k8xC  se/k3xPyFc4  Kasson/k1gMnSc1  rozhodl/k5eAaPmAgMnS ,/kIx,  že/k8xS  pojede/k5eAaPmIp3nS  přes/k7c4 </s><s> Věděl/k5eAaImAgMnS ,/kIx,  že/k8xS  nejtěžší/k2eAgFnSc7d3  úlohou/k1gFnSc7  na/k7c6"," moři/k1gNnSc6"," bude/k5eAaImBp3nS  orientace/k1gFnSc1 ./kIx. </s><s> Kdyby/kYmCp3nP  svítily/k5eAaImAgFnP  hvězdy/k1gFnPc1 ,/kIx,  dovedl/k5eAaPmAgMnS  by/kYmCp3nS  snadno/k6eAd1  určit/k5eAaPmF  směr/k1gInSc4  jízdy/k1gFnSc2 ./kIx. </s><s> Ale/k8xC  vichřice/k1gFnSc1  trvala/k5eAaImAgFnS  v/k7c6  neztenčené/k2eNgFnSc6d1  síle/k1gFnSc6  dále/k6eAd2 ./kIx. </s>"
"Štafeta","vichřice/k1gFnSc1  ustala/k5eAaPmAgFnS ./kIx. </s><s> Kasson/k1gMnSc1  nakrmil/k5eAaPmAgMnS  psy/k1gMnPc4  a/k8xC  po/k7c6  krátkém/k2eAgInSc6d1  oddechu/k1gInSc6  pokračoval/k5eAaImAgInS  v/k7c6  cestě/k1gFnSc6 ./kIx. </s><s> Minula/k5eAaImAgFnS  tichá/k2eAgFnSc1d1  noc/k1gFnSc1 ,/kIx,  v/k7c6  níž/k3xRgFnSc6  jen/k6eAd1  občas/k6eAd1  zadunělo/k5eAaPmAgNnS"," moře/k1gNnSc2"," praskotem/k1gInSc7  ledu/k1gInSc2 ./kIx. </s><s> Druhého/k4xOgInSc2  dne/k1gInSc2  se/k3xPyFc4  vlekli/k5eAaImAgMnP  psi/k1gMnPc1  kupředu/k6eAd1  jen/k9  s/k7c7  největší/k2eAgFnSc7d3  námahou/k1gFnSc7 ./kIx. </s><s> Tak/k6eAd1  jako/k8xC  Seppalovo/k2eAgNnSc1d1  spřežení/k1gNnSc1  --/k?  i/k9  oni/k3xDgMnPc1  krváceli/k5eAaImAgMnP"
